imgpath,height,width,area,pothole_area,nonpothole_area
train/images1000_png_jpg.rf.a448eca15f09f5ee0d3044c2df238fbe.jpg,225,290,65250,39803,25447
train/images1000_png_jpg.rf.a52b3253b8579ae91464e7fd2f23b345.jpg,222,301,66822,41166,25656
train/images1000_png_jpg.rf.e58fbd8797bb9027ac62aaeba8667476.jpg,209,317,66253,39794,26459
train/images1001_png_jpg.rf.27bb437cfacf637c1716edfb3e083bf2.jpg,210,300,63000,38570,24430
train/images1001_png_jpg.rf.b0b3fc740ed87d69b3c8d3a5bf4754e1.jpg,185,282,52170,32183,19987
train/images1001_png_jpg.rf.c6612c95d91316719835b6cda2160fd3.jpg,238,332,79016,48336,30680
train/images1003_png_jpg.rf.055b7aa55fde6aa6e0f1db529e4d33d9.jpg,184,274,50416,30465,19951
train/images1003_png_jpg.rf.15a2a3c142f52903098b309c53964022.jpg,175,254,44450,27040,17410
train/images1003_png_jpg.rf.18c84452b62d232f474df6c1f8d630af.jpg,147,226,33222,19887,13335
train/images1005_png_jpg.rf.86c56d193a5dfa4dae23d37ddb492ba1.jpg,64,114,7296,6182,1114
train/images1005_png_jpg.rf.8817322ef32a7951d4545907bb7190d7.jpg,32,110,3520,2525,995
train/images100_png_jpg.rf.31613beeb9d0ca1787b171cf869fad32.jpg,147,186,27342,15986,11356
train/images100_png_jpg.rf.a9d7ede906f2a17578c0bd8b4cfaef8d.jpg,110,180,19800,13491,6309
train/images1010_png_jpg.rf.263bc6a56dda3c747dd96730c4c6cc47.jpg,102,101,10302,7790,2512
train/images1010_png_jpg.rf.9f3356ae59e71ade54e45760b00c0550.jpg,111,110,12210,9014,3196
train/images1016_png_jpg.rf.16e8a45883915f3d6bae0715a96566a9.jpg,90,120,10800,9095,1705
train/images1016_png_jpg.rf.47a62f7fbded40a3bc97238477798ada.jpg,83,113,9379,7838,1541
train/images1010_png_jpg.rf.1907e7372123285e83652a487c14382c.jpg,109,109,11881,9029,2852
train/images1016_png_jpg.rf.71281378c286e3fc8afbfc720ebe02ee.jpg,123,119,14637,12048,2589
train/images1026_png_jpg.rf.043039548d7702026011be310c441db0.jpg,124,124,15376,12914,2462
train/images1030_png_jpg.rf.cf45f3f1169dc4884c4232678b48fa17.jpg,16,26,416,297,119
train/images1034_png_jpg.rf.c3cf58a733c0054c8c21aa5f44a148cd.jpg,83,93,7719,5664,2055
train/images1040_png_jpg.rf.390623408a165ec4f7e2127a245de6ea.jpg,67,144,9648,6444,3204
train/images1065_png_jpg.rf.728614ef66f79363554896429563d26b.jpg,114,86,9804,6374,3430
train/images1026_png_jpg.rf.7f43c1d03b69ca0d250b1453f24a60d7.jpg,100,127,12700,10413,2287
train/images1026_png_jpg.rf.f14ca34f95869ce2804c1627ca8bc6d9.jpg,130,133,17290,14459,2831
train/images1032_png_jpg.rf.5ec319e953f6fd508489a411b619f304.jpg,69,84,5796,4203,1593
train/images1032_png_jpg.rf.a1feb3358dbbeedce1758a541692d13e.jpg,55,83,4565,3296,1269
train/images1033_png_jpg.rf.57c6478047698710b68dee1507c7ce9a.jpg,81,90,7290,5247,2043
train/images1033_png_jpg.rf.f2baf5d85ab227c251af7b74ef1209de.jpg,62,87,5394,3838,1556
train/images1034_png_jpg.rf.96a920ddba6d9da58c80894d91becca5.jpg,94,99,9306,6590,2716
train/images1034_png_jpg.rf.c74fefea10fd48d785eb85034fc04b85.jpg,96,93,8928,6303,2625
train/images1035_png_jpg.rf.26c43e19aa232b43ceb7a64ac9eedd94.jpg,104,101,10504,7729,2775
train/images1035_png_jpg.rf.d173ba4e7a93cfec3a5fa0231eed6412.jpg,99,100,9900,7359,2541
train/images1035_png_jpg.rf.e04fe765873d6f6adc45c3ac91d4f21a.jpg,121,106,12826,8818,4008
train/images1038_png_jpg.rf.10367eb9d127b61572bc33fdd39cc6c9.jpg,164,129,21156,15285,5871
train/images1038_png_jpg.rf.4ec7c70aec228ba30d799f9dafd1b681.jpg,165,129,21285,15421,5864
train/images1038_png_jpg.rf.98abbf6f8079e88f9ea3a1b509104f4c.jpg,167,130,21710,15766,5944
train/images1039_png_jpg.rf.8b5cd60b88c251159578e597b4faa8ba.jpg,141,147,20727,16582,4145
train/images1039_png_jpg.rf.9606d0ecebbc6bfd0e6fb7d699d4c436.jpg,152,149,22648,18634,4014
train/images1039_png_jpg.rf.b5765da22b4a206b026bc765bddaf535.jpg,143,150,21450,17343,4107
train/images1040_png_jpg.rf.6ef3ca92226566e890629cd23b51b928.jpg,55,136,7480,4722,2758
train/images1040_png_jpg.rf.9a07fdb29bdb587a3a791afaf27d12cc.jpg,102,155,15810,11620,4190
train/images1047_png_jpg.rf.14ede0293315bd5629b0b35564482b6b.jpg,215,146,31390,25834,5556
train/images1047_png_jpg.rf.d875e497795159d191d87e7979b1cf0b.jpg,232,146,33872,27688,6184
train/images1047_png_jpg.rf.dc5073439b671c4dfa38b3b3c9cae99f.jpg,228,145,33060,27281,5779
train/images1065_png_jpg.rf.70c9edd46756b1a64117e5ee94ee669e.jpg,123,92,11316,7383,3933
train/images1065_png_jpg.rf.d4fbba4e059613503e6f09bb3021eac4.jpg,129,97,12513,8072,4441
train/images1081_png_jpg.rf.4eac0a461379e2b202e440cb377f38b6.jpg,105,187,19635,11833,7802
train/images1082_png_jpg.rf.07da7a22e990801653d17de98a05f0c3.jpg,72,182,13104,7748,5356
train/images1082_png_jpg.rf.b2db4d622da664e7bfd6f3f82c519740.jpg,80,179,14320,9160,5160
train/images1083_png_jpg.rf.133c4571a70483671fcf8c2ee126d64f.jpg,88,195,17160,10877,6283
train/images1083_png_jpg.rf.6ecbe90047468a7bb22d20cf7fb236c8.jpg,82,187,15334,9642,5692
train/images1083_png_jpg.rf.e512a9e7876cff590e03317519ba13c5.jpg,79,188,14852,9211,5641
train/images1084_png_jpg.rf.19ab3f25ee1b1bbcb470f4fce510c16c.jpg,120,193,23160,14031,9129
train/images1084_png_jpg.rf.7236ff6a46df506c83215a4cf8fa7fe0.jpg,116,194,22504,13585,8919
train/images1084_png_jpg.rf.a459e34eed3b087bef95eec6129b21f1.jpg,133,199,26467,15706,10761
train/images1085_png_jpg.rf.05ced665f5a4d5eaaa1e8290b32c7c90.jpg,109,209,22781,13849,8932
train/images1085_png_jpg.rf.90463c3cfbd6695ec3d13cba7d4622ca.jpg,163,209,34067,18675,15392
train/images1086_png_jpg.rf.7a66ef397f8a40b28cc36841179e29f9.jpg,136,216,29376,18727,10649
train/images1086_png_jpg.rf.99f16642bc0bf6ca43adde0c3bdb4d89.jpg,161,209,33649,18301,15348
train/images1086_png_jpg.rf.a32139b4fd7808763341044756f37eac.jpg,147,207,30429,18094,12335
train/images1087_png_jpg.rf.24b1e4a4f5a18cbf84bb9d1241d83906.jpg,185,223,41255,22421,18834
train/images1087_png_jpg.rf.4183ccf731a9d155c50923f11f2d33bc.jpg,177,224,39648,21689,17959
train/images1087_png_jpg.rf.c77239894794d26a749a2b2d51decfb4.jpg,176,214,37664,21166,16498
train/images1088_png_jpg.rf.46c4c6827220f9b63d153979e051ef40.jpg,207,242,50094,27528,22566
train/images1088_png_jpg.rf.50f52307f608552aaaa45cc696cf4736.jpg,197,238,46886,26140,20746
train/images1088_png_jpg.rf.ad1b41e597ba1002aba6c10021ac2261.jpg,203,243,49329,27025,22304
train/images1092_png_jpg.rf.17bb9e21b181f1f23b7eb057b4b09794.jpg,237,260,61620,35142,26478
train/images1092_png_jpg.rf.adb595d65d0f92e0e597e312e94bc153.jpg,219,283,61977,36984,24993
train/images1093_png_jpg.rf.46a69cb037062f9744dc142f26f9385a.jpg,243,287,69741,40097,29644
train/images1093_png_jpg.rf.4be78d28d8c870714b6d4bc106fa5d93.jpg,212,296,62752,38090,24662
train/images1093_png_jpg.rf.5b6b469de112f4a53df7a22e926129f1.jpg,252,300,75600,44013,31587
train/images1094_png_jpg.rf.b784387e055c01f3e82e8fb2be81fc14.jpg,244,314,76616,46877,29739
train/images1094_png_jpg.rf.dc79a794be9071b2b7c18a82671432e7.jpg,225,311,69975,42678,27297
train/images1094_png_jpg.rf.df941f059b0ba055806fb2739915769a.jpg,209,299,62491,39425,23066
train/images1095_png_jpg.rf.19618fd2354050d736f996584dce0c96.jpg,191,299,57109,33826,23283
train/images1095_png_jpg.rf.ef908784fe7ed09bcf54877c29ee4376.jpg,184,282,51888,30927,20961
train/images1095_png_jpg.rf.f4b4ed52dde2ba650943310319d2e84a.jpg,173,265,45845,27829,18016
train/images1096_png_jpg.rf.6935a98c42b7c6cb49451c74dfbd775a.jpg,193,306,59058,34383,24675
train/images1096_png_jpg.rf.9edff9354bc1b00d1ab42491b9e2fef2.jpg,193,293,56549,33178,23371
train/images1097_png_jpg.rf.062780c5453fc9dec55892e0cdb51544.jpg,75,102,7650,5054,2596
train/images1097_png_jpg.rf.4c7c885e14f9c3af0ecf4d771e4a1cf8.jpg,78,105,8190,5423,2767
train/images1097_png_jpg.rf.9b535634382645159c7f59a35908c67b.jpg,75,101,7575,5179,2396
train/images1099_png_jpg.rf.449b65908969839791cfabf3be729f71.jpg,85,108,9180,6148,3032
train/images1099_png_jpg.rf.51744086fcd901e39f7eb79f5d7745a1.jpg,82,103,8446,5654,2792
train/images1099_png_jpg.rf.712f7bafef7cbcc2ea7927df1de221a9.jpg,79,101,7979,5288,2691
train/images1163_png_jpg.rf.45b1fe27a5d1f85f74bd32127f6170a3.jpg,90,103,9270,6902,2368
train/images1163_png_jpg.rf.fc7c33cac7ba94d933c6e372adcfb512.jpg,91,104,9464,6996,2468
train/images1165_png_jpg.rf.a7427cd1a9346929f279689de81a120f.jpg,175,139,24325,17776,6549
train/images1165_png_jpg.rf.bac0216a53fb1a31ff1e72e4344e7994.jpg,146,148,21608,15064,6544
train/images1165_png_jpg.rf.e726f13c3cc17fdb3142999351c7319c.jpg,143,141,20163,13994,6169
train/images1174_png_jpg.rf.2e43c167b65003cb797fc2cdb4b69985.jpg,62,58,3596,2883,713
train/images1174_png_jpg.rf.64f956836e6c6f4c9f885d903fe4ba10.jpg,55,38,2090,1675,415
train/images1174_png_jpg.rf.9bc4cca51aa5510665fb5533697ec4fe.jpg,58,40,2320,1787,533
train/images117_png_jpg.rf.cab6261e0c59c30cbeb909e2ee082557.jpg,150,129,19350,10183,9167
train/images121_png_jpg.rf.1084f2e63b3c4417bb547c4b9dd10dbc.jpg,61,122,7442,5865,1577
train/images121_png_jpg.rf.f697313ba68d5f4f41548100eef9054f.jpg,58,120,6960,5505,1455
train/images124_png_jpg.rf.33246038b122b7e8168c45335b194e03.jpg,74,67,4958,4136,822
train/images124_png_jpg.rf.60ce846673ec7f883a7f85bceb023f41.jpg,86,82,7052,5152,1900
train/images124_png_jpg.rf.752ce4b7e8d1aacd7917fdb2601b47b1.jpg,90,87,7830,5560,2270
train/images125_png_jpg.rf.2ac180621c682825d47435a8cd971005.jpg,301,226,68026,42740,25286
train/images125_png_jpg.rf.59edd55c6e5ae13447da6fb2388cb95f.jpg,277,240,66480,46095,20385
train/images1261_png_jpg.rf.186772b249b0d99eaff31fc7ab4c8998.jpg,42,96,4032,2774,1258
train/images1261_png_jpg.rf.2f42acd28c3a6ae7fbb53a2c55e4c570.jpg,33,92,3036,2062,974
train/images126_png_jpg.rf.154c7db2506619181fdebb5cf66c8e8b.jpg,134,91,12194,9666,2528
train/images126_png_jpg.rf.4d89dd514675d6b333da7f41b74ce006.jpg,141,91,12831,10262,2569
train/images126_png_jpg.rf.53d8b26c40271c3893dffc1a49d87235.jpg,177,100,17700,13465,4235
